Organizador,Ano_Mes,Dia_da_Semana,Tipo_Dia,Objetivo,Date,AdSet_name,Amount_spent,Link_clicks,Impressions,Conversions,Segmentação,Tipo_de_Anúncio,Fase
2167,2024 | Agosto,Domingo,Final de Semana,Leads,2024-08-04,topfunnel_full_dados_video_v2,0.01,,3,,Full,Video,7º Lançamento | Leads
2168,2024 | Agosto,Domingo,Final de Semana,Leads,2024-08-04,topfunnel_full_dados_video_v2,5.10,,513,,Full,Video,7º Lançamento | Leads
2169,2024 | Agosto,Domingo,Final de Semana,Leads,2024-08-04,topfunnel_full_dados_video_v1,0.14,,20,,Full,Video,7º Lançamento | Leads
2170,2024 | Agosto,Domingo,Final de Semana,Leads,2024-08-04,topfunnel_full_dados_video_v1,234.16,108,16514,52,Full,Video,7º Lançamento | Leads
2171,2024 | Agosto,Domingo,Final de Semana,Leads,2024-08-04,topfunnel_full_dados_video_v2,0.02,,6,,Full,Video,7º Lançamento | Leads
2172,2024 | Agosto,Domingo,Final de Semana,Leads,2024-08-04,topfunnel_full_dados_video_v2,91.64,46,9284,22,Full,Video,7º Lançamento | Leads
2173,2024 | Agosto,Domingo,Final de Semana,Leads,2024-08-04,topfunnel_full_dados_video_v2,138.52,65,12245,32,Full,Video,7º Lançamento | Leads
2174,2024 | Agosto,Domingo,Final de Semana,Leads,2024-08-04,topfunnel_full_dados_video_v1,0.19,,26,,Full,Video,7º Lançamento | Leads
2175,2024 | Agosto,Domingo,Final de Semana,Awareness,2024-08-04,nu_interesses_dados_ferramentas_e_tecnologias_v2,10.35,6,13089,,Interesses em Ferramentas e Tecnologias de Dados,Video,7º Lançamento | Leads
2176,2024 | Agosto,Domingo,Final de Semana,Awareness,2024-08-04,nu_interesses_dados_ferramentas_e_tecnologias_v5,9.52,4,4023,,Interesses em Ferramentas e Tecnologias de Dados,Video,7º Lançamento | Leads
2177,2024 | Agosto,Domingo,Final de Semana,Awareness,2024-08-04,nu_interesses_dados_ferramentas_e_tecnologias_v5,0.97,,601,,Interesses em Ferramentas e Tecnologias de Dados,Video,7º Lançamento | Leads
2178,2024 | Agosto,Domingo,Final de Semana,Leads,2024-08-04,topfunnel_full_dados_estatico_fundo_claro,20.05,9,1448,1,Full,Estático,7º Lançamento | Leads
2179,2024 | Agosto,Domingo,Final de Semana,Leads,2024-08-04,topfunnel_full_dados_estatico_fundo_claro,87.54,41,6372,13,Full,Estático,7º Lançamento | Leads
2180,2024 | Agosto,Domingo,Final de Semana,Leads,2024-08-04,midfunnel_full_dados_estatico_fundo_escuro,1.44,2,178,,Rmkt_All_90dias,Estático,7º Lançamento | Leads
2181,2024 | Agosto,Domingo,Final de Semana,Leads,2024-08-04,midfunnel_full_dados_estatico_fundo_escuro,1.55,,103,,Rmkt_All_90dias,Estático,7º Lançamento | Leads
2182,2024 | Agosto,Domingo,Final de Semana,Leads,2024-08-04,midfunnel_full_dados_estatico_fundo_escuro,62.19,38,4064,21,Rmkt_All_90dias,Estático,7º Lançamento | Leads
2183,2024 | Agosto,Domingo,Final de Semana,Awareness,2024-08-04,nu_interesses_dados_ferramentas_e_tecnologias_v5,10.53,34,3692,,Interesses em Ferramentas e Tecnologias de Dados,Video,7º Lançamento | Leads
2184,2024 | Agosto,Domingo,Final de Semana,Awareness,2024-08-04,nu_interesses_dados_ferramentas_e_tecnologias_v6,10.45,24,4478,,Interesses em Ferramentas e Tecnologias de Dados,Estático,7º Lançamento | Leads
2185,2024 | Agosto,Domingo,Final de Semana,Awareness,2024-08-04,nu_interesses_dados_ferramentas_e_tecnologias_v6,10.30,9,8304,,Interesses em Ferramentas e Tecnologias de Dados,Estático,7º Lançamento | Leads
2186,2024 | Agosto,Domingo,Final de Semana,Leads,2024-08-04,midfunnel_full_dados_estatico_versao_luciano,36.98,22,3170,9,Rmkt_All_90dias,Estático,7º Lançamento | Leads
2187,2024 | Agosto,Domingo,Final de Semana,Leads,2024-08-04,midfunnel_full_dados_estatico_versao_luciano,20.32,14,1389,5,Rmkt_All_90dias,Estático,7º Lançamento | Leads
2188,2024 | Agosto,Domingo,Final de Semana,Leads,2024-08-04,midfunnel_full_dados_estatico_versao_luciano,2.35,,98,,Rmkt_All_90dias,Estático,7º Lançamento | Leads
2189,2024 | Agosto,Domingo,Final de Semana,Leads,2024-08-04,midfunnel_full_dados_estatico_versao_luciano,3.83,3,233,1,Rmkt_All_90dias,Estático,7º Lançamento | Leads
2190,2024 | Agosto,Domingo,Final de Semana,Leads,2024-08-04,topfunnel_full_dados_estatico_versao_luciano,7.63,1,456,,Full,Estático,7º Lançamento | Leads
2191,2024 | Agosto,Domingo,Final de Semana,Leads,2024-08-04,topfunnel_full_dados_estatico_versao_luciano,72.80,22,7970,9,Full,Estático,7º Lançamento | Leads
2192,2024 | Agosto,Domingo,Final de Semana,Leads,2024-08-04,topfunnel_full_dados_estatico_versao_luciano,23.53,8,2312,1,Full,Estático,7º Lançamento | Leads
2193,2024 | Agosto,Domingo,Final de Semana,Leads,2024-08-04,topfunnel_full_dados_estatico_versao_luciano,2.65,1,275,1,Full,Estático,7º Lançamento | Leads
2194,2024 | Agosto,Domingo,Final de Semana,Awareness,2024-08-04,nu_interesses_dados_ferramentas_e_tecnologias_v7,10.37,13,4408,,Interesses em Ferramentas e Tecnologias de Dados,Estático,7º Lançamento | Leads
2195,2024 | Agosto,Domingo,Final de Semana,Awareness,2024-08-04,nu_interesses_dados_ferramentas_e_tecnologias_v7,10.42,23,1925,,Interesses em Ferramentas e Tecnologias de Dados,Estático,7º Lançamento | Leads
2196,2024 | Agosto,Domingo,Final de Semana,Awareness,2024-08-04,nu_interesses_dados_ferramentas_e_tecnologias_v8,10.44,40,4536,,Interesses em Ferramentas e Tecnologias de Dados,Estático,7º Lançamento | Leads
2197,2024 | Agosto,Segunda-Feira,Dia útil,Awareness,2024-08-05,nu_interesses_dados_ferramentas_e_tecnologias_v2,10.28,27,4097,,Interesses em Ferramentas e Tecnologias de Dados,Estático,7º Lançamento | Leads
2198,2024 | Agosto,Segunda-Feira,Dia útil,Awareness,2024-08-05,nu_interesses_dados_ferramentas_e_tecnologias_v3,10.26,41,3067,,Interesses em Ferramentas e Tecnologias de Dados,Estático,7º Lançamento | Leads
2199,2024 | Agosto,Segunda-Feira,Dia útil,Leads,2024-08-05,midfunnel_full_dados_video_v1,31.30,21,1426,10,Rmkt_All_90dias,Video,7º Lançamento | Leads
2200,2024 | Agosto,Segunda-Feira,Dia útil,Leads,2024-08-05,midfunnel_full_dados_video_v1,149.73,95,9631,42,Rmkt_All_90dias,Video,7º Lançamento | Leads
2201,2024 | Agosto,Segunda-Feira,Dia útil,Leads,2024-08-05,midfunnel_full_dados_video_v1,0.02,,3,,Rmkt_All_90dias,Video,7º Lançamento | Leads
2202,2024 | Agosto,Segunda-Feira,Dia útil,Leads,2024-08-05,midfunnel_full_dados_video_v2,5.20,5,334,3,Rmkt_All_90dias,Video,7º Lançamento | Leads
2203,2024 | Agosto,Segunda-Feira,Dia útil,Leads,2024-08-05,midfunnel_full_dados_video_v2,79.80,53,3791,29,Rmkt_All_90dias,Video,7º Lançamento | Leads
2204,2024 | Agosto,Segunda-Feira,Dia útil,Leads,2024-08-05,midfunnel_full_dados_video_v2,0.90,,44,,Rmkt_All_90dias,Video,7º Lançamento | Leads
2205,2024 | Agosto,Segunda-Feira,Dia útil,Leads,2024-08-05,midfunnel_full_dados_video_v2,95.21,60,6119,29,Rmkt_All_90dias,Video,7º Lançamento | Leads
2206,2024 | Agosto,Segunda-Feira,Dia útil,Leads,2024-08-05,midfunnel_full_dados_video_v2,0.22,,3,,Rmkt_All_90dias,Video,7º Lançamento | Leads
2207,2024 | Agosto,Segunda-Feira,Dia útil,Leads,2024-08-05,topfunnel_full_dados_video_v2,0.10,,9,,Full,Video,7º Lançamento | Leads
2208,2024 | Agosto,Segunda-Feira,Dia útil,Leads,2024-08-05,topfunnel_full_dados_video_v2,3.44,3,356,,Full,Video,7º Lançamento | Leads
2209,2024 | Agosto,Segunda-Feira,Dia útil,Leads,2024-08-05,topfunnel_full_dados_video_v1,0.01,,15,,Full,Video,7º Lançamento | Leads
2210,2024 | Agosto,Segunda-Feira,Dia útil,Leads,2024-08-05,topfunnel_full_dados_video_v1,222.71,94,17685,45,Full,Video,7º Lançamento | Leads
2211,2024 | Agosto,Segunda-Feira,Dia útil,Leads,2024-08-05,topfunnel_full_dados_video_v2,0.01,,1,,Full,Video,7º Lançamento | Leads
2212,2024 | Agosto,Segunda-Feira,Dia útil,Leads,2024-08-05,topfunnel_full_dados_video_v2,111.90,59,12436,31,Full,Video,7º Lançamento | Leads
2213,2024 | Agosto,Segunda-Feira,Dia útil,Leads,2024-08-05,topfunnel_full_dados_video_v2,111.32,55,9584,24,Full,Video,7º Lançamento | Leads
2214,2024 | Agosto,Segunda-Feira,Dia útil,Leads,2024-08-05,topfunnel_full_dados_video_v1,0.04,,9,,Full,Video,7º Lançamento | Leads
2215,2024 | Agosto,Segunda-Feira,Dia útil,Awareness,2024-08-05,nu_interesses_dados_ferramentas_e_tecnologias_v2,10.11,3,12741,,Interesses em Ferramentas e Tecnologias de Dados,Video,7º Lançamento | Leads
2216,2024 | Agosto,Segunda-Feira,Dia útil,Awareness,2024-08-05,nu_interesses_dados_ferramentas_e_tecnologias_v5,8.75,6,4080,,Interesses em Ferramentas e Tecnologias de Dados,Video,7º Lançamento | Leads
2217,2024 | Agosto,Segunda-Feira,Dia útil,Awareness,2024-08-05,nu_interesses_dados_ferramentas_e_tecnologias_v5,1.41,2,759,,Interesses em Ferramentas e Tecnologias de Dados,Video,7º Lançamento | Leads
2218,2024 | Agosto,Segunda-Feira,Dia útil,Leads,2024-08-05,topfunnel_full_dados_estatico_fundo_claro,9.11,6,800,4,Full,Estático,7º Lançamento | Leads
2219,2024 | Agosto,Segunda-Feira,Dia útil,Leads,2024-08-05,topfunnel_full_dados_estatico_fundo_claro,94.60,34,7432,20,Full,Estático,7º Lançamento | Leads
2220,2024 | Agosto,Segunda-Feira,Dia útil,Leads,2024-08-05,midfunnel_full_dados_estatico_fundo_escuro,1.09,2,162,,Rmkt_All_90dias,Estático,7º Lançamento | Leads
2221,2024 | Agosto,Segunda-Feira,Dia útil,Leads,2024-08-05,midfunnel_full_dados_estatico_fundo_escuro,0.24,1,33,,Rmkt_All_90dias,Estático,7º Lançamento | Leads
2222,2024 | Agosto,Segunda-Feira,Dia útil,Leads,2024-08-05,midfunnel_full_dados_estatico_fundo_escuro,60.81,32,4696,11,Rmkt_All_90dias,Estático,7º Lançamento | Leads
2223,2024 | Agosto,Segunda-Feira,Dia útil,Awareness,2024-08-05,nu_interesses_dados_ferramentas_e_tecnologias_v5,10.37,24,3102,,Interesses em Ferramentas e Tecnologias de Dados,Video,7º Lançamento | Leads
2224,2024 | Agosto,Segunda-Feira,Dia útil,Awareness,2024-08-05,nu_interesses_dados_ferramentas_e_tecnologias_v6,10.23,22,4509,,Interesses em Ferramentas e Tecnologias de Dados,Estático,7º Lançamento | Leads
2225,2024 | Agosto,Segunda-Feira,Dia útil,Awareness,2024-08-05,nu_interesses_dados_ferramentas_e_tecnologias_v6,10.19,7,8082,,Interesses em Ferramentas e Tecnologias de Dados,Estático,7º Lançamento | Leads
2226,2024 | Agosto,Segunda-Feira,Dia útil,Leads,2024-08-05,midfunnel_full_dados_estatico_versao_luciano,31.81,20,2848,10,Rmkt_All_90dias,Estático,7º Lançamento | Leads
2227,2024 | Agosto,Segunda-Feira,Dia útil,Leads,2024-08-05,midfunnel_full_dados_estatico_versao_luciano,26.83,12,2125,7,Rmkt_All_90dias,Estático,7º Lançamento | Leads
2228,2024 | Agosto,Segunda-Feira,Dia útil,Leads,2024-08-05,midfunnel_full_dados_estatico_versao_luciano,1.83,1,168,,Rmkt_All_90dias,Estático,7º Lançamento | Leads
2229,2024 | Agosto,Segunda-Feira,Dia útil,Leads,2024-08-05,midfunnel_full_dados_estatico_versao_luciano,1.80,,162,,Rmkt_All_90dias,Estático,7º Lançamento | Leads
2230,2024 | Agosto,Segunda-Feira,Dia útil,Leads,2024-08-05,topfunnel_full_dados_estatico_versao_luciano,4.13,,282,,Full,Estático,7º Lançamento | Leads
2231,2024 | Agosto,Segunda-Feira,Dia útil,Leads,2024-08-05,topfunnel_full_dados_estatico_versao_luciano,85.82,40,11311,14,Full,Estático,7º Lançamento | Leads
2232,2024 | Agosto,Segunda-Feira,Dia útil,Leads,2024-08-05,topfunnel_full_dados_estatico_versao_luciano,11.65,2,1200,,Full,Estático,7º Lançamento | Leads
2233,2024 | Agosto,Segunda-Feira,Dia útil,Leads,2024-08-05,topfunnel_full_dados_estatico_versao_luciano,2.83,,329,,Full,Estático,7º Lançamento | Leads
2234,2024 | Agosto,Segunda-Feira,Dia útil,Awareness,2024-08-05,nu_interesses_dados_ferramentas_e_tecnologias_v7,10.24,31,4344,1,Interesses em Ferramentas e Tecnologias de Dados,Estático,7º Lançamento | Leads
2235,2024 | Agosto,Segunda-Feira,Dia útil,Awareness,2024-08-05,nu_interesses_dados_ferramentas_e_tecnologias_v7,10.24,25,2158,,Interesses em Ferramentas e Tecnologias de Dados,Estático,7º Lançamento | Leads
2236,2024 | Agosto,Segunda-Feira,Dia útil,Awareness,2024-08-05,nu_interesses_dados_ferramentas_e_tecnologias_v8,10.26,38,4198,,Interesses em Ferramentas e Tecnologias de Dados,Estático,7º Lançamento | Leads
2237,2024 | Agosto,Segunda-Feira,Dia útil,Leads,2024-08-05,topfunnel_full_dados_video_v1,4.93,2,410,1,Full,Video,7º Lançamento | Leads
2238,2024 | Agosto,Terça-Feira,Dia útil,Awareness,2024-08-06,nu_interesses_dados_ferramentas_e_tecnologias_v2,10.37,27,4162,,Interesses em Ferramentas e Tecnologias de Dados,Estático,7º Lançamento | Leads
2239,2024 | Agosto,Terça-Feira,Dia útil,Awareness,2024-08-06,nu_interesses_dados_ferramentas_e_tecnologias_v3,10.37,41,3093,,Interesses em Ferramentas e Tecnologias de Dados,Estático,7º Lançamento | Leads
2240,2024 | Agosto,Terça-Feira,Dia útil,Leads,2024-08-06,midfunnel_full_dados_video_v1,40.34,22,2223,13,Rmkt_All_90dias,Video,7º Lançamento | Leads
2241,2024 | Agosto,Terça-Feira,Dia útil,Leads,2024-08-06,midfunnel_full_dados_video_v1,136.30,114,8739,59,Rmkt_All_90dias,Video,7º Lançamento | Leads
2242,2024 | Agosto,Terça-Feira,Dia útil,Leads,2024-08-06,midfunnel_full_dados_video_v1,0.01,,4,,Rmkt_All_90dias,Video,7º Lançamento | Leads
2243,2024 | Agosto,Terça-Feira,Dia útil,Leads,2024-08-06,midfunnel_full_dados_video_v2,17.72,12,1067,7,Rmkt_All_90dias,Video,7º Lançamento | Leads
2244,2024 | Agosto,Terça-Feira,Dia útil,Leads,2024-08-06,midfunnel_full_dados_video_v2,66.79,38,3519,21,Rmkt_All_90dias,Video,7º Lançamento | Leads
2245,2024 | Agosto,Terça-Feira,Dia útil,Leads,2024-08-06,midfunnel_full_dados_video_v2,0.81,,49,,Rmkt_All_90dias,Video,7º Lançamento | Leads
2246,2024 | Agosto,Terça-Feira,Dia útil,Leads,2024-08-06,midfunnel_full_dados_video_v2,92.22,80,7083,33,Rmkt_All_90dias,Video,7º Lançamento | Leads
2247,2024 | Agosto,Terça-Feira,Dia útil,Leads,2024-08-06,midfunnel_full_dados_video_v2,0.05,,3,,Rmkt_All_90dias,Video,7º Lançamento | Leads
2248,2024 | Agosto,Terça-Feira,Dia útil,Leads,2024-08-06,topfunnel_full_dados_video_v2,0.05,,6,,Full,Video,7º Lançamento | Leads
2249,2024 | Agosto,Terça-Feira,Dia útil,Leads,2024-08-06,topfunnel_full_dados_video_v2,10.70,8,976,3,Full,Video,7º Lançamento | Leads
2250,2024 | Agosto,Terça-Feira,Dia útil,Leads,2024-08-06,topfunnel_full_dados_video_v1,5.44,7,656,5,Full,Video,7º Lançamento | Leads
2251,2024 | Agosto,Terça-Feira,Dia útil,Leads,2024-08-06,topfunnel_full_dados_video_v2,0.00,,2,,Full,Video,7º Lançamento | Leads
2252,2024 | Agosto,Terça-Feira,Dia útil,Leads,2024-08-06,topfunnel_full_dados_video_v2,93.28,67,12556,22,Full,Video,7º Lançamento | Leads
2253,2024 | Agosto,Terça-Feira,Dia útil,Leads,2024-08-06,topfunnel_full_dados_video_v2,118.51,81,9995,31,Full,Video,7º Lançamento | Leads
2254,2024 | Agosto,Terça-Feira,Dia útil,Leads,2024-08-06,topfunnel_full_dados_video_v1,0.02,,3,,Full,Video,7º Lançamento | Leads
2255,2024 | Agosto,Terça-Feira,Dia útil,Leads,2024-08-06,topfunnel_full_dados_video_v1,0.00,,0,1,Full,Video,7º Lançamento | Leads
2256,2024 | Agosto,Terça-Feira,Dia útil,Awareness,2024-08-06,nu_interesses_dados_ferramentas_e_tecnologias_v2,9.97,3,12042,,Interesses em Ferramentas e Tecnologias de Dados,Video,7º Lançamento | Leads
2257,2024 | Agosto,Terça-Feira,Dia útil,Awareness,2024-08-06,nu_interesses_dados_ferramentas_e_tecnologias_v5,9.94,7,4299,,Interesses em Ferramentas e Tecnologias de Dados,Video,7º Lançamento | Leads
2258,2024 | Agosto,Terça-Feira,Dia útil,Awareness,2024-08-06,nu_interesses_dados_ferramentas_e_tecnologias_v5,0.14,,65,,Interesses em Ferramentas e Tecnologias de Dados,Video,7º Lançamento | Leads
2259,2024 | Agosto,Terça-Feira,Dia útil,Leads,2024-08-06,topfunnel_full_dados_estatico_fundo_claro,4.48,1,445,,Full,Estático,7º Lançamento | Leads
2260,2024 | Agosto,Terça-Feira,Dia útil,Leads,2024-08-06,topfunnel_full_dados_estatico_fundo_claro,97.08,40,8023,21,Full,Estático,7º Lançamento | Leads
2261,2024 | Agosto,Terça-Feira,Dia útil,Leads,2024-08-06,midfunnel_full_dados_estatico_fundo_escuro,0.39,,24,,Rmkt_All_90dias,Estático,7º Lançamento | Leads
2262,2024 | Agosto,Terça-Feira,Dia útil,Leads,2024-08-06,midfunnel_full_dados_estatico_fundo_escuro,0.36,,38,,Rmkt_All_90dias,Estático,7º Lançamento | Leads
2263,2024 | Agosto,Terça-Feira,Dia útil,Leads,2024-08-06,midfunnel_full_dados_estatico_fundo_escuro,59.79,35,4294,17,Rmkt_All_90dias,Estático,7º Lançamento | Leads
2264,2024 | Agosto,Terça-Feira,Dia útil,Awareness,2024-08-06,nu_interesses_dados_ferramentas_e_tecnologias_v5,10.51,28,2095,,Interesses em Ferramentas e Tecnologias de Dados,Video,7º Lançamento | Leads
2265,2024 | Agosto,Terça-Feira,Dia útil,Awareness,2024-08-06,nu_interesses_dados_ferramentas_e_tecnologias_v6,10.30,31,4246,,Interesses em Ferramentas e Tecnologias de Dados,Estático,7º Lançamento | Leads
2266,2024 | Agosto,Terça-Feira,Dia útil,Awareness,2024-08-06,nu_interesses_dados_ferramentas_e_tecnologias_v6,10.04,9,7530,,Interesses em Ferramentas e Tecnologias de Dados,Estático,7º Lançamento | Leads
2267,2024 | Agosto,Terça-Feira,Dia útil,Leads,2024-08-06,midfunnel_full_dados_estatico_versao_luciano,26.51,9,1970,2,Rmkt_All_90dias,Estático,7º Lançamento | Leads
2268,2024 | Agosto,Terça-Feira,Dia útil,Leads,2024-08-06,midfunnel_full_dados_estatico_versao_luciano,34.50,21,2461,14,Rmkt_All_90dias,Estático,7º Lançamento | Leads
2269,2024 | Agosto,Terça-Feira,Dia útil,Leads,2024-08-06,topfunnel_full_dados_estatico_versao_luciano,39.69,16,4780,5,Full,Estático,7º Lançamento | Leads
2270,2024 | Agosto,Terça-Feira,Dia útil,Leads,2024-08-06,topfunnel_full_dados_estatico_versao_luciano,1.87,1,168,,Full,Estático,7º Lançamento | Leads
2271,2024 | Agosto,Terça-Feira,Dia útil,Leads,2024-08-06,topfunnel_full_dados_estatico_versao_luciano,0.72,1,68,1,Full,Estático,7º Lançamento | Leads
2272,2024 | Agosto,Terça-Feira,Dia útil,Awareness,2024-08-06,nu_interesses_dados_ferramentas_e_tecnologias_v7,10.17,21,4072,,Interesses em Ferramentas e Tecnologias de Dados,Estático,7º Lançamento | Leads
2273,2024 | Agosto,Terça-Feira,Dia útil,Awareness,2024-08-06,nu_interesses_dados_ferramentas_e_tecnologias_v7,10.36,16,2446,,Interesses em Ferramentas e Tecnologias de Dados,Estático,7º Lançamento | Leads
2274,2024 | Agosto,Terça-Feira,Dia útil,Awareness,2024-08-06,nu_interesses_dados_ferramentas_e_tecnologias_v8,10.21,29,3130,,Interesses em Ferramentas e Tecnologias de Dados,Estático,7º Lançamento | Leads
2275,2024 | Agosto,Terça-Feira,Dia útil,Leads,2024-08-06,topfunnel_full_dados_video_v1,216.65,148,24090,43,Full,Video,7º Lançamento | Leads
2276,2024 | Agosto,Quarta-Feira,Dia útil,Awareness,2024-08-07,nu_interesses_dados_ferramentas_e_tecnologias_v2,9.88,32,3551,,Interesses em Ferramentas e Tecnologias de Dados,Estático,7º Lançamento | Leads
2277,2024 | Agosto,Quarta-Feira,Dia útil,Awareness,2024-08-07,nu_interesses_dados_ferramentas_e_tecnologias_v3,9.92,28,2879,,Interesses em Ferramentas e Tecnologias de Dados,Estático,7º Lançamento | Leads
2278,2024 | Agosto,Quarta-Feira,Dia útil,Leads,2024-08-07,midfunnel_full_dados_video_v1,68.43,41,3853,15,Rmkt_All_90dias,Video,7º Lançamento | Leads
2279,2024 | Agosto,Quarta-Feira,Dia útil,Leads,2024-08-07,midfunnel_full_dados_video_v1,104.86,63,5985,35,Rmkt_All_90dias,Video,7º Lançamento | Leads
2280,2024 | Agosto,Quarta-Feira,Dia útil,Leads,2024-08-07,midfunnel_full_dados_video_v1,0.05,,13,,Rmkt_All_90dias,Video,7º Lançamento | Leads
2281,2024 | Agosto,Quarta-Feira,Dia útil,Leads,2024-08-07,midfunnel_full_dados_video_v1,0.10,,5,,Rmkt_All_90dias,Video,7º Lançamento | Leads
2282,2024 | Agosto,Quarta-Feira,Dia útil,Leads,2024-08-07,midfunnel_full_dados_video_v2,5.23,7,333,,Rmkt_All_90dias,Video,7º Lançamento | Leads
2283,2024 | Agosto,Quarta-Feira,Dia útil,Leads,2024-08-07,midfunnel_full_dados_video_v2,65.16,29,3480,8,Rmkt_All_90dias,Video,7º Lançamento | Leads
2284,2024 | Agosto,Quarta-Feira,Dia útil,Leads,2024-08-07,midfunnel_full_dados_video_v2,0.09,,4,,Rmkt_All_90dias,Video,7º Lançamento | Leads
2285,2024 | Agosto,Quarta-Feira,Dia útil,Leads,2024-08-07,midfunnel_full_dados_video_v2,102.78,75,6983,38,Rmkt_All_90dias,Video,7º Lançamento | Leads
2286,2024 | Agosto,Quarta-Feira,Dia útil,Leads,2024-08-07,midfunnel_full_dados_video_v2,0.01,,1,,Rmkt_All_90dias,Video,7º Lançamento | Leads
2287,2024 | Agosto,Quarta-Feira,Dia útil,Leads,2024-08-07,topfunnel_full_dados_video_v2,0.01,,6,,Full,Video,7º Lançamento | Leads
2288,2024 | Agosto,Quarta-Feira,Dia útil,Leads,2024-08-07,topfunnel_full_dados_video_v2,23.31,13,2320,5,Full,Video,7º Lançamento | Leads
2289,2024 | Agosto,Quarta-Feira,Dia útil,Leads,2024-08-07,topfunnel_full_dados_video_v1,0.01,,5,,Full,Video,7º Lançamento | Leads
2290,2024 | Agosto,Quarta-Feira,Dia útil,Leads,2024-08-07,topfunnel_full_dados_video_v1,11.09,3,1448,,Full,Video,7º Lançamento | Leads
2291,2024 | Agosto,Quarta-Feira,Dia útil,Leads,2024-08-07,topfunnel_full_dados_video_v2,0.00,,4,,Full,Video,7º Lançamento | Leads
2292,2024 | Agosto,Quarta-Feira,Dia útil,Leads,2024-08-07,topfunnel_full_dados_video_v2,86.49,53,10255,17,Full,Video,7º Lançamento | Leads
2293,2024 | Agosto,Quarta-Feira,Dia útil,Leads,2024-08-07,topfunnel_full_dados_video_v2,107.10,46,9631,26,Full,Video,7º Lançamento | Leads
2294,2024 | Agosto,Quarta-Feira,Dia útil,Leads,2024-08-07,topfunnel_full_dados_video_v1,0.00,,2,,Full,Video,7º Lançamento | Leads
2295,2024 | Agosto,Quarta-Feira,Dia útil,Awareness,2024-08-07,nu_interesses_dados_ferramentas_e_tecnologias_v2,9.77,4,11665,,Interesses em Ferramentas e Tecnologias de Dados,Video,7º Lançamento | Leads
2296,2024 | Agosto,Quarta-Feira,Dia útil,Awareness,2024-08-07,nu_interesses_dados_ferramentas_e_tecnologias_v5,9.64,5,4023,,Interesses em Ferramentas e Tecnologias de Dados,Video,7º Lançamento | Leads
2297,2024 | Agosto,Quarta-Feira,Dia útil,Awareness,2024-08-07,nu_interesses_dados_ferramentas_e_tecnologias_v5,0.15,,53,,Interesses em Ferramentas e Tecnologias de Dados,Video,7º Lançamento | Leads
2298,2024 | Agosto,Quarta-Feira,Dia útil,Leads,2024-08-07,topfunnel_full_dados_estatico_fundo_claro,6.63,6,625,1,Full,Estático,7º Lançamento | Leads
2299,2024 | Agosto,Quarta-Feira,Dia útil,Leads,2024-08-07,topfunnel_full_dados_estatico_fundo_claro,92.93,38,9288,14,Full,Estático,7º Lançamento | Leads
2300,2024 | Agosto,Quarta-Feira,Dia útil,Leads,2024-08-07,midfunnel_full_dados_estatico_fundo_escuro,0.02,,4,,Rmkt_All_90dias,Estático,7º Lançamento | Leads
2301,2024 | Agosto,Quarta-Feira,Dia útil,Leads,2024-08-07,midfunnel_full_dados_estatico_fundo_escuro,0.48,,34,,Rmkt_All_90dias,Estático,7º Lançamento | Leads
2302,2024 | Agosto,Quarta-Feira,Dia útil,Leads,2024-08-07,midfunnel_full_dados_estatico_fundo_escuro,16.48,6,1138,5,Rmkt_All_90dias,Estático,7º Lançamento | Leads
2303,2024 | Agosto,Quarta-Feira,Dia útil,Awareness,2024-08-07,nu_interesses_dados_ferramentas_e_tecnologias_v5,10.05,33,1911,,Interesses em Ferramentas e Tecnologias de Dados,Video,7º Lançamento | Leads
2304,2024 | Agosto,Quarta-Feira,Dia útil,Awareness,2024-08-07,nu_interesses_dados_ferramentas_e_tecnologias_v6,9.93,28,3832,,Interesses em Ferramentas e Tecnologias de Dados,Estático,7º Lançamento | Leads
2305,2024 | Agosto,Quarta-Feira,Dia útil,Awareness,2024-08-07,nu_interesses_dados_ferramentas_e_tecnologias_v6,9.80,6,7086,,Interesses em Ferramentas e Tecnologias de Dados,Estático,7º Lançamento | Leads
2306,2024 | Agosto,Quarta-Feira,Dia útil,Leads,2024-08-07,midfunnel_full_dados_estatico_versao_luciano,8.69,5,719,2,Rmkt_All_90dias,Estático,7º Lançamento | Leads
2307,2024 | Agosto,Quarta-Feira,Dia útil,Leads,2024-08-07,midfunnel_full_dados_estatico_versao_luciano,8.75,5,668,3,Rmkt_All_90dias,Estático,7º Lançamento | Leads
2308,2024 | Agosto,Quarta-Feira,Dia útil,Awareness,2024-08-07,nu_interesses_dados_ferramentas_e_tecnologias_v7,9.71,19,3224,,Interesses em Ferramentas e Tecnologias de Dados,Estático,7º Lançamento | Leads
2309,2024 | Agosto,Quarta-Feira,Dia útil,Awareness,2024-08-07,nu_interesses_dados_ferramentas_e_tecnologias_v7,9.86,17,2315,,Interesses em Ferramentas e Tecnologias de Dados,Estático,7º Lançamento | Leads
2310,2024 | Agosto,Quarta-Feira,Dia útil,Awareness,2024-08-07,nu_interesses_dados_ferramentas_e_tecnologias_v8,9.91,24,2896,,Interesses em Ferramentas e Tecnologias de Dados,Estático,7º Lançamento | Leads
2311,2024 | Agosto,Quarta-Feira,Dia útil,Leads,2024-08-07,topfunnel_full_dados_video_v1,206.12,134,21088,54,Full,Video,7º Lançamento | Leads
